"id","user_id","title","category","design_colors","logo_url","created_at","structure","is_active","is_locked","language","owner_id","is_published","default_locale","updated_at","form_token","brand_logo_url","brand_primary","brand_accent","brand_background","owner","public_token","meta","status","published_at","slug","default_lang","partner_id","token","code"
"55d2dce3-4e30-440a-b5c4-f2b472fede74","ae470d3c-3d84-4413-91c3-8787a8643f47","שאלון ללא כותרת","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-20T14:26:46.918548",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",true,"he","2025-08-27T08:35:02.505045+00:00","c4cd876034fbd53448f7b19a",,"#2563eb","#f59e0b","#ffffff",,"e0a61da8a22c4c38987d3cddd765e045","{}","draft","2025-08-20T14:27:14.874+00:00","שאלון-ללא-כותרת","he",,"98c4452f63a4246d","45eb37a75cad51d0"
"10000000-0000-0000-0000-000000000002",,"Business Coaching Survey","coach","{""main"":""#fa7700"",""secondary"":""#fffbe8""}","https://yourdomain.com/coachlogo.png","2025-08-04T09:37:56.841747",,true,false,"he",,true,"he","2025-08-27T08:35:02.505045+00:00","f_b96d8c68110de69f01aa80caf47d383f",,"#2563eb","#f59e0b","#ffffff","00000000-0000-0000-0000-000000000002","d89e27993da8252cbb72ddc49e484ca7","{}","draft",,"business-coaching-survey","he",,"5684e142b49a06f0","41aee92b5f99d685"
"d09fb9d2-e545-432b-9ced-11f4d634e75a","2ba91821-68f4-45c3-baeb-043fbb369e97","ניסיון נוסף ","real_estate","{""primary"":""#16939B"",""secondary"":""#FFD500"",""background"":""#FFD500""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-24T13:08:15.344488",,true,false,"he","2ba91821-68f4-45c3-baeb-043fbb369e97",false,"he","2025-08-27T08:35:02.505045+00:00","ea04945c6395e5cd1fc46dcc",,"#2563eb","#f59e0b","#ffffff",,"ba2c5808d21f1fd55a110084",,"draft",,,"he",,"95b404cc8934e5a7","da167c4c6f6086f5"
"d6ccb629-ef02-4f6c-9d2d-9bdd5ad71692","81a07f63-158d-4dc2-a903-4c2c859b105f","ג","כללי","{""primary"":""#3B82F6"",""secondary"":""#6B7280""}",,"2025-08-13T23:02:11.920985",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",true,"he","2025-08-27T08:35:02.505045+00:00","bd24a43cf974d0f331827818",,"#2563eb","#f59e0b","#ffffff",,"c5d8bea7-0234-4893-9d6b-92733845af44","{}","draft",,"ג","he",,"67a6b9da7e9a77a1","2bd468346a13fc94"
"93e24be6-5b50-4729-8267-b0ad0f789249",,"טסט נדל״ן",,,,"2025-08-25T12:16:59.044959",,true,false,"he",,true,"he","2025-08-27T08:35:02.505045+00:00","2177925fc538117105a0bb6b",,"#2563eb","#f59e0b","#ffffff",,,,"draft",,,"he",,"dd77249b1a51ec62","aafa4a20151dff91"
"52a81ee4-b28f-462c-b88f-daefc07507a6","ae470d3c-3d84-4413-91c3-8787a8643f47","ב","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-21T12:51:32.216852",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",true,"he","2025-08-27T08:35:02.505045+00:00","52a81ee4-b28f-462c-b88f-daefc07507a6_b92b0f31",,"#2563eb","#f59e0b","#ffffff",,"52a81ee4-b28f-462c-b88f-daefc07507a6_3f8c1701","{}","draft",,"","he",,"fa797609a1aa6889","d4d1d60d5e9663c3"
"65a5c238-e31c-45fc-a0f2-709e5fb1451e","ae470d3c-3d84-4413-91c3-8787a8643f47","ב","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-23T12:38:35.607415",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",true,"he","2025-08-27T08:35:02.505045+00:00","65a5c238-e31c-45fc-a0f2-709e5fb1451e_928bbe4c",,"#2563eb","#f59e0b","#ffffff",,"65a5c238-e31c-45fc-a0f2-709e5fb1451e_1163f867","{}","draft",,"","he",,"bfe5aeb0cc91a79f","4f046c36bed75190"
"75be4fe3-3b80-4cfa-9480-78af0ecafdaf","2ba91821-68f4-45c3-baeb-043fbb369e97","ניסיון נוסף ","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil "",""primary_color"":""#16939B"",""secondary_color"":""#FFD500""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-24T10:39:50.794285",,true,false,"he","2ba91821-68f4-45c3-baeb-043fbb369e97",false,"he","2025-08-27T08:35:02.505045+00:00","6e37f0d2f806c4947eafac3e",,"#2563eb","#f59e0b","#ffffff",,"q_c62f4444f4fa6bc89791e639c088e99a",,"draft",,,"he",,"7fbfe81959635408","3fbd29f7923ef7ef"
"5a8bd0ac-5695-4439-b336-a105e1afbb54","2ba91821-68f4-45c3-baeb-043fbb369e97","ב","real_estate","{""primary"":""#16939B"",""secondary"":""#FFD500"",""background"":""#FFD500""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-24T12:29:46.520471",,true,false,"he","2ba91821-68f4-45c3-baeb-043fbb369e97",false,"he","2025-08-27T08:35:02.505045+00:00","3e97a9b0e0273dcd6c1d75e2",,"#2563eb","#f59e0b","#ffffff",,"58d373f18a716c5cf99110f5",,"draft",,,"he",,"44588701bff43955","c5f093eb239af57c"
"5ba371d0-7615-4d17-8b1c-f7e12d576974","ae470d3c-3d84-4413-91c3-8787a8643f47","שאלון ללא כותרת","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-24T20:01:06.785103",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",false,"he","2025-08-27T08:35:02.505045+00:00","a9eb0111e56582972a70f863",,"#2563eb","#f59e0b","#ffffff",,"ae639ec99cefad3403cfe95e",,"draft",,,"he",,"d487e2e0bf1761de","51467f8c7d3fb06c"
"cfcb6d8c-0eca-415a-832a-29f8018842bf","ae470d3c-3d84-4413-91c3-8787a8643f47","ניסיון נוסף ","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-26T15:48:26.702916",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",false,"he","2025-08-27T08:35:02.505045+00:00","7e93004eb8cce39cf4900669",,"#2563eb","#f59e0b","#ffffff",,,,"draft",,,"he",,"786e3a5e5847a1ea","b6ccdeed07164ef2"
"3c7ffbff-4eda-4021-8245-d56a922f4395","ae470d3c-3d84-4413-91c3-8787a8643f47","ghmuc","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-16T22:12:34.102137",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",true,"he","2025-08-27T08:35:02.505045+00:00","e8242faf87b627f3db1c3d4f",,"#2563eb","#f59e0b","#ffffff",,"63023012-ef01-444b-bcdc-afb2b5715766","{}","draft",,"ghmuc","he",,"4f86f9ab09b60c48","ca2e596b61184747"
"da90b0da-48a2-4ed5-8648-31e4088dc306","ae470d3c-3d84-4413-91c3-8787a8643f47","ghmuc","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-16T22:12:35.998296",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",true,"he","2025-08-27T08:35:02.505045+00:00","440c0ed525ac4fa53d63c781",,"#2563eb","#f59e0b","#ffffff",,"a60ff697-af3f-4915-b7a4-9bbd9418e136","{}","draft",,"ghmuc","he",,"e6c204b6e716c4bc","24c3cc2a487071a6"
"d0715d72-1e66-48e1-8a74-1b1bf4b55976","ae470d3c-3d84-4413-91c3-8787a8643f47","ghmuc","real_estate","{""primary"":""#169a9c"",""secondary"":""#ff7300"",""background"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-16T22:13:07.935684",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",true,"he","2025-08-27T08:35:02.505045+00:00","9d379bd985c5da8a94e536b5",,"#2563eb","#f59e0b","#ffffff",,"7b42f011-67b3-4d72-97cd-b1a38e3e96d6","{}","draft",,"ghmuc","he",,"ed18031ba1a3a4c9","a8a77d70612d27d7"
"b303ecd4-e74f-4574-b118-5fb2d9649a53","ae470d3c-3d84-4413-91c3-8787a8643f47","ב","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-16T22:14:48.746087",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",true,"he","2025-08-27T08:35:02.505045+00:00","67a6c316280a7419144ad0c7",,"#2563eb","#f59e0b","#ffffff",,"76bb835f-dbd9-4e56-892d-476c3026f8b9","{}","draft",,"ב","he",,"540d150e5ca01ff1","2e6c0d747a5ec089"
"82e6aaef-5b68-4740-a30c-f729be81a481","2ba91821-68f4-45c3-baeb-043fbb369e97","ניסיו 3 ","real_estate","{""primary"":""#16939B"",""secondary"":""#FFD500"",""background"":""#FFD500""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-24T11:29:20.279095",,true,false,"he","2ba91821-68f4-45c3-baeb-043fbb369e97",false,"he","2025-08-27T08:35:02.505045+00:00","7e647873278a0259c7c352ba",,"#2563eb","#f59e0b","#ffffff",,"q_a014c6d27c1f9a9c1b8b20ab46e6bec0",,"draft",,,"he",,"1c8405b51cccd043","94225d968e20f760"
"5f1d5f75-747b-4417-8c6a-2e0f7330939b","2ba91821-68f4-45c3-baeb-043fbb369e97","vfv","real_estate","{""primary"":""#16939B"",""secondary"":""#FFD500"",""background"":""#FFD500""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-24T13:04:43.534123",,true,false,"he","2ba91821-68f4-45c3-baeb-043fbb369e97",false,"he","2025-08-27T08:35:02.505045+00:00","24f92d7a33974b92017a4c60",,"#2563eb","#f59e0b","#ffffff",,"99b2fe99120defe37224fad1",,"draft",,,"he",,"48a7b60235aa259e","804f51d6953e36cd"
"154be63b-31ab-4c55-9433-50f118072871","ae470d3c-3d84-4413-91c3-8787a8643f47","שאלון ללא כותרת","real_estate","{""id"":""154be63b-31ab-4c55-9433-50f118072871"",""meta"":{""tags"":[],""title"":"""",""subtitle"":"""",""primaryLanguage"":""he"",""selectedChannel"":""landing"",""automationSettings"":{}},""title"":""שאלון ללא כותרת"",""status"":""draft"",""logoUrl"":""https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp"",""category"":""real_estate"",""language"":""he"",""companyName"":""gil"",""is_published"":false,""primaryColor"":""#169a9c"",""public_token"":null,""secondaryColor"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-24T20:03:06.051952",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",false,"he","2025-08-27T08:35:02.505045+00:00","bfacb60cac1df1f6d395a46f",,"#2563eb","#f59e0b","#ffffff",,"f2bf2b423dd53d4422bb6393","{""selectedChannel"":""landing"",""automationSettings"":{""email"":{""body"":"""",""delay"":0,""enabled"":false,""subject"":"""",""template"":""welcome""},""whatsapp"":{""body"":"""",""delay"":0,""enabled"":false,""template"":""welcome_wa""}}}","draft",,,"he",,"233a2f5b5b1d72d1","3b6fcf2def008a32"
"ee8a5fc5-47f1-4414-9725-afd327eecd2e","ae470d3c-3d84-4413-91c3-8787a8643f47","שאלון ללא כותרת","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-26T16:03:21.527941",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",false,"he","2025-08-27T08:35:02.505045+00:00","f5074aec596f45a75e1ba6a0",,"#2563eb","#f59e0b","#ffffff",,,,"draft",,,"he",,"757f329e4ad05d6b","806aa34b3a911d46"
"2702f948-6780-4b31-a46b-9b214a5f13ce","ae470d3c-3d84-4413-91c3-8787a8643f47","שאלון ללא כותרת","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-26T16:03:41.717121",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",false,"he","2025-08-27T08:35:02.505045+00:00","c830063fde33c84f6a446d89",,"#2563eb","#f59e0b","#ffffff",,,,"draft",,,"he",,"407c40f166bd5f19","60e031a0c5278c36"
"173cee2e-5aae-419e-ad54-028ad8c61069","2ba91821-68f4-45c3-baeb-043fbb369e97","דג","insurance","{""status"":""draft"",""language"":""he"",""company_name"":""hoogi"",""primary_color"":""#16939B"",""secondary_color"":""#FFD500""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/2ba91821-68f4-45c3-baeb-043fbb369e97/logo-1755126964499.webp","2025-08-17T07:14:17.129336",,true,false,"he","2ba91821-68f4-45c3-baeb-043fbb369e97",true,"he","2025-08-27T08:35:02.505045+00:00","d7b2db46137abfc100fa4454",,"#2563eb","#f59e0b","#ffffff",,"b65544fd-23d6-407e-b62f-1545e1217c7c","{}","draft",,"דג","he",,"cd7fcc0c7242701b","be43ad682b768075"
"6012d944-2f5f-4700-801d-cbb65f9811c0","2ba91821-68f4-45c3-baeb-043fbb369e97","דג","insurance","{""primary"":""#16939B"",""secondary"":""#FFD500"",""background"":""#FFD500""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/2ba91821-68f4-45c3-baeb-043fbb369e97/logo-1755126964499.webp","2025-08-17T07:14:43.066954",,true,false,"he","2ba91821-68f4-45c3-baeb-043fbb369e97",true,"he","2025-08-27T08:35:02.505045+00:00","37a712e713620033c9b6ae16",,"#2563eb","#f59e0b","#ffffff",,"8ca73a07-fe88-43c7-9ee2-c7647596757b","{}","draft",,"דג","he",,"a39c52277c0f255e","121c885d0a544f46"
"c8f1c8a3-9bf2-4f5e-8e28-a064830ce792","2ba91821-68f4-45c3-baeb-043fbb369e97","vfv","insurance","{""primary"":""#16939B"",""secondary"":""#FFD500"",""background"":""#FFD500""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/2ba91821-68f4-45c3-baeb-043fbb369e97/logo-1755126964499.webp","2025-08-15T11:40:05.326767",,true,false,"he","2ba91821-68f4-45c3-baeb-043fbb369e97",true,"he","2025-08-27T08:35:02.505045+00:00","ed16032a044ce6c5a729f008",,"#2563eb","#f59e0b","#ffffff",,"26b9cd65-b397-4a84-bd14-db168c6bfccd","{}","draft",,"vfv","he",,"64afbe1060dac234","6dc60b74e9ce3d4f"
"b9c593c8-7558-4658-bb9c-809df0253782","2ba91821-68f4-45c3-baeb-043fbb369e97","ghmuc","insurance","{""status"":""draft"",""language"":""he"",""company_name"":""hoogi"",""primary_color"":""#16939B"",""secondary_color"":""#FFD500""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/2ba91821-68f4-45c3-baeb-043fbb369e97/logo-1755126964499.webp","2025-08-17T12:29:04.92553",,true,false,"he","2ba91821-68f4-45c3-baeb-043fbb369e97",true,"he","2025-08-27T08:35:02.505045+00:00","d561d31a650e93bce04b9ef5",,"#2563eb","#f59e0b","#ffffff",,"f29b53d9-5c22-4f5a-902e-e0d6f38b5968","{}","draft",,"ghmuc","he",,"811d9afe05c8a378","59db783ec5bcf0b8"
"9a0d58ca-da9f-42de-95aa-f75a6bdefe16","ae470d3c-3d84-4413-91c3-8787a8643f47","ניסיון נוסף ","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-26T17:00:23.880354",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",false,"he","2025-08-27T08:35:02.505045+00:00","c9cef52d89ff9960261891a3",,"#2563eb","#f59e0b","#ffffff",,,,"draft",,,"he",,"de50cc3c0dbc55ec","64d4373153380f21"
"c3cee164-0f2c-405f-a354-14ad5771ae63","ae470d3c-3d84-4413-91c3-8787a8643f47","ניסיו 3 ","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-23T12:47:31.502701",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",true,"he","2025-08-27T08:35:02.505045+00:00","c3cee164-0f2c-405f-a354-14ad5771ae63_651e48d6",,"#2563eb","#f59e0b","#ffffff",,"c3cee164-0f2c-405f-a354-14ad5771ae63_2e54c4e8","{}","draft",," 3 ","he",,"0f611b792e2c125d","87f510e7d169e453"
"b5dca3e4-f7fe-4e06-8b2b-f997f12b43d2","2ba91821-68f4-45c3-baeb-043fbb369e97","ניסיו 3 ","real_estate","{""primary"":""#16939B"",""secondary"":""#FFD500"",""background"":""#FFD500""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-24T11:32:35.464507",,true,false,"he","2ba91821-68f4-45c3-baeb-043fbb369e97",false,"he","2025-08-27T08:35:02.505045+00:00","03e4640934bde2331326ec43",,"#2563eb","#f59e0b","#ffffff",,"q_74304a53d83e46e7f1bf2feda4f6f5f9",,"draft",,,"he",,"c7cfbf43d96c21b6","77ec6bdb23168fa6"
"2b1f8056-5bc6-4cfc-b073-3f60793a0a0a","ae470d3c-3d84-4413-91c3-8787a8643f47","ג","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-17T18:01:16.104225",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",true,"he","2025-08-27T08:35:02.505045+00:00","7343dee8ccca53e229d9a4ff",,"#2563eb","#f59e0b","#ffffff",,"0055de3b-7707-4bcf-819d-6055033881b1","{}","draft",,"ג","he",,"50b4f3a48a84aca0","dfc7671672a99000"
"33207b6c-c425-47fa-935a-e478ddc9817f","ae470d3c-3d84-4413-91c3-8787a8643f47","כ","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-17T18:02:26.42037",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",true,"he","2025-08-27T08:35:02.505045+00:00","f30c67963c1aaadd9e111180",,"#2563eb","#f59e0b","#ffffff",,"91897778-3474-45d2-8206-79030aa193e0","{}","draft",,"כ","he",,"35e17370d367e452","2d675f35f297ebc9"
"a99f85c3-6374-42d1-be66-2f8e437a6620","ae470d3c-3d84-4413-91c3-8787a8643f47","דג","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-17T19:10:46.807698",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",true,"he","2025-08-27T08:35:02.505045+00:00","a4588ef157752a71380b288e",,"#2563eb","#f59e0b","#ffffff",,"7d16fb3d-b4cc-4c6d-8d21-ea8bf2c04913","{}","published",,"דג","he",,"e86d42c185cbb6cc","45bc7b4fb89935ea"
"719d0cc1-2162-4a68-a568-98a2498dc87f","2ba91821-68f4-45c3-baeb-043fbb369e97","רק","insurance","{""status"":""draft"",""language"":""he"",""company_name"":""hoogi"",""primary_color"":""#16939B"",""secondary_color"":""#FFD500""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/2ba91821-68f4-45c3-baeb-043fbb369e97/logo-1755126964499.webp","2025-08-20T14:44:41.017393",,true,false,"he","2ba91821-68f4-45c3-baeb-043fbb369e97",true,"he","2025-08-27T08:35:02.505045+00:00","058f4a2c48bedd7745ce2127",,"#2563eb","#f59e0b","#ffffff",,"1e851a3ca2054512a1fb0c7cb064539e","{}","draft","2025-08-20T14:44:46.735+00:00","רק","he",,"b5c579922c455bde","41f422b0b1a93667"
"62cab6ca-f731-4d8d-a51c-4ce57f5a1bc1","2ba91821-68f4-45c3-baeb-043fbb369e97","r","insurance","{""status"":""draft"",""language"":""he"",""company_name"":""hoogi"",""primary_color"":""#16939B"",""secondary_color"":""#FFD500""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/2ba91821-68f4-45c3-baeb-043fbb369e97/logo-1755126964499.webp","2025-08-17T20:04:36.839441",,true,false,"he","2ba91821-68f4-45c3-baeb-043fbb369e97",true,"he","2025-08-27T08:35:02.505045+00:00","db4797251f9b3444f006ac5d",,"#2563eb","#f59e0b","#ffffff",,"96832b9d-bf5f-47f9-9280-bb7005b826e5","{}","published",,"r","he",,"99a41297bb32798e","c6b06071e3557552"
"9df25beb-ac98-4e8a-96ff-4d95ad8e54e2","ae470d3c-3d84-4413-91c3-8787a8643f47","ניסיו 3 ","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-24T20:04:59.560583",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",false,"he","2025-08-27T08:35:02.505045+00:00","be6887cbc0633a23c1720bb9",,"#2563eb","#f59e0b","#ffffff",,"06097960f4f22410ecbf26f0",,"draft",,,"he",,"c23cb8f0a1d2f969","78c13531584792b6"
"105bd5e1-4f63-4a65-be6e-69494b66e98d","ae470d3c-3d84-4413-91c3-8787a8643f47","שאלון ללא כותרת","real_estate","{""status"":""draft"",""language"":""he"",""company_name"":""gil"",""primary_color"":""#169a9c"",""secondary_color"":""#ff7300""}","https://lcazbaggfdejukjgkpeu.supabase.co/storage/v1/object/public/branding/branding/ae470d3c-3d84-4413-91c3-8787a8643f47/logo-1755111853450.webp","2025-08-26T16:06:04.224495",,true,false,"he","ae470d3c-3d84-4413-91c3-8787a8643f47",false,"he","2025-08-27T08:35:02.505045+00:00","562dfc605238498364c7160d",,"#2563eb","#f59e0b","#ffffff",,,,"draft",,,"he",,"38637832a26e0f7e","80f03328c14ca0e3"
